,COV-R_mean,COV-R_median,COV-R_std,COV-P_mean,COV-P_median,COV-P_std
0.05,0.00010115094409681809,0.0,0.0011640228873020942,5.0575472048409045e-05,0.0,0.0005820114436510471
0.1,0.06609495767865171,0.02,0.12174158801889531,0.024568470531056104,0.00896879021879022,0.04781286790066844
0.15000000000000002,0.25147861556229295,0.17176573426573427,0.24031302256830991,0.09549018442721859,0.06214887640449438,0.10854193223018146
0.2,0.39488560672391226,0.33892896781354054,0.26950262874024494,0.1611949990040838,0.12867924528301888,0.14414591443505212
0.25,0.495578308485712,0.4454365079365079,0.27043135026333043,0.2139171955421679,0.17431772237196763,0.16283464245645138
0.3,0.5751414020096989,0.5368659420289855,0.261139857784902,0.25959096564817863,0.21542104276069018,0.17522366323829522
0.35000000000000003,0.6422702023841537,0.6144499762920816,0.24169531183888102,0.2992450830655438,0.25183823529411764,0.18317981223346985
0.4,0.7068397136032962,0.7005577005577006,0.21897640291850254,0.3403816817546149,0.2971547706647044,0.1904941003097485
0.45,0.7779260397839731,0.8111499611499611,0.19310368616606913,0.3970872122656049,0.3857105538140021,0.20243626841896464
0.5,0.8552794707902401,0.8898989898989899,0.15425467404097734,0.4776029383577201,0.4588638195004029,0.21321046987652306
0.55,0.9282851301968171,0.9635254988913525,0.10988135747472798,0.5795268208031766,0.5483333333333333,0.22002722750626835
0.6000000000000001,0.9700379104922083,1.0,0.08312952507674312,0.6754073596234932,0.7061450381679388,0.21956497708697012
0.6500000000000001,0.9865537800384889,1.0,0.07463815907443776,0.7550323049100166,0.82,0.20921620553741033
0.7000000000000001,0.9929853737304797,1.0,0.07155868754577098,0.8158136099120913,0.8881530537159676,0.19651985338361522
0.7500000000000001,0.9946358770719277,1.0,0.07096688870463422,0.8577904550128883,0.9397568499364907,0.18659572585478243
0.8,0.994974060757471,1.0,0.06972292755097403,0.8884358294495973,0.96989121989122,0.18030012562785835
0.8500000000000001,0.9950505843362987,1.0,0.06911482840431585,0.9087371749305106,0.9886043165467626,0.17518222913895623
0.9000000000000001,0.9951159951159951,1.0,0.06820141657518429,0.9195547405461229,0.9927264071096065,0.17064175753164304
0.9500000000000001,0.9952250130821559,1.0,0.06667906352663068,0.9257145168578484,0.9941348469212246,0.1673688687041287
1.0,0.9953776382347811,1.0,0.06454776925865623,0.9306773625960487,0.9957017414403778,0.1634075896624802
1.05,0.9955084597941742,1.0,0.06272094560039261,0.935446725107578,0.9970410057078825,0.1586063789618342
1.1,0.9956174777603348,1.0,0.06119859255183924,0.9395204124683095,1.0,0.152419504372303
1.1500000000000001,0.9957264957264957,1.0,0.05967623950328628,0.9465093686998486,1.0,0.14197445548432253
1.2000000000000002,0.9957701029129601,1.0,0.059067298283864894,0.9563072992756991,1.0,0.12855642503738074
1.2500000000000002,0.9958573172858887,1.0,0.05784941584502237,0.9638137301251927,1.0,0.1155583754771393
1.3,0.9960535496249782,1.0,0.055109180357626616,0.9716174237976887,1.0,0.1009795540939641
1.35,0.9962061747776034,1.0,0.05297788608965196,0.977215272414187,1.0,0.09092131674120832
1.4000000000000001,0.996293389150532,1.0,0.051760003650809246,0.9808910969497924,1.0,0.08591510637395192
1.4500000000000002,0.9963587999302285,1.0,0.05084659182167728,0.983148122013181,1.0,0.08322779138667874
1.5000000000000002,0.9963806035234607,1.0,0.050542121211966815,0.9849507843993025,1.0,0.0811330566896536
1.55,0.996555032269318,1.0,0.0481063563342816,0.9862340328117838,1.0,0.07892924040163384
1.6,0.9967076574219432,1.0,0.04597506206630725,0.9874119019936729,1.0,0.07575912823805947
1.6500000000000001,0.9968602825745683,1.0,0.04384376779833257,0.9885129265244994,1.0,0.07325930227652488
1.7000000000000002,0.9969911041339613,1.0,0.04201694414006876,0.9894323691498574,1.0,0.07097455659098532
1.7500000000000002,0.9970347113204255,1.0,0.04140800292064751,0.9900979348481429,1.0,0.06999894670956665
1.8,0.9972091400662829,1.0,0.03897223804296238,0.9906648938221057,1.0,0.06928199405144711
1.85,0.9973617652189081,1.0,0.03684094377498774,0.9909808483778288,1.0,0.06887669335797462
1.9000000000000001,0.9974489795918368,1.0,0.03562306133614526,0.9911032797610435,1.0,0.06874801464285607
1.9500000000000002,0.997492586778301,1.0,0.03501412011672394,0.9912535044606053,1.0,0.0685915841352487
2.0,0.9976234083376941,1.0,0.03318729645846007,0.9913251162039075,1.0,0.06853646887305148
2.05,0.9978196406767835,1.0,0.030447060971064418,0.9915327256362755,1.0,0.06837629507239903
2.1,0.9979286586429443,1.0,0.028924707922511186,0.9916700226830903,1.0,0.06831802519418569
2.15,0.9980376766091051,1.0,0.027402354873957837,0.9917853570153623,1.0,0.06821822152178604
2.1999999999999997,0.998146694575266,1.0,0.025880001825404626,0.9918878868717073,1.0,0.06813082872340301
2.25,0.998277516134659,1.0,0.0240531781671408,0.992025080354741,1.0,0.06807688759329783
2.3,0.9984519448805163,1.0,0.021617413289455645,0.9921326737180102,1.0,0.06800773717756628
2.35,0.9985173556602128,1.0,0.020704001460323754,0.9922768728993338,1.0,0.0679355595484163
2.4,0.9986263736263736,1.0,0.019181648411770544,0.9923669445512545,1.0,0.06787658534090224
2.45,0.9987571951857667,1.0,0.017354824753506623,0.9924427627055161,1.0,0.0678528920931322
2.5,0.9988226059654631,1.0,0.016441412924374683,0.9925691446767388,1.0,0.06776985632542669
2.55,0.9989098203383917,1.0,0.015223530485532205,0.9927706967346303,1.0,0.0676585945729409
2.6,0.998953427524856,1.0,0.0146145892661109,0.992985656238477,1.0,0.067406330877912
2.65,0.9990188383045526,1.0,0.01370117743697892,0.9931048123061254,1.0,0.06735829846344064
2.7,0.9990406418977847,1.0,0.013396706827268361,0.9932666500729165,1.0,0.06729041498263391
2.75,0.9991278562707133,1.0,0.012178824388425704,0.9934106002392857,1.0,0.0672454049817615
2.8,0.999215070643642,1.0,0.010960941949583141,0.9934850452644369,1.0,0.0672394728913095
2.85,0.9992804814233386,1.0,0.010047530120451266,0.9935231911849659,1.0,0.06723375971009532
2.9,0.9993894993894993,1.0,0.008525177071898033,0.9936415499477965,1.0,0.06720012074993871
2.95,0.999454910169196,1.0,0.007611765242766104,0.9938015207107023,1.0,0.06714470011672279
3.0,0.9995203209488924,1.0,0.006698353413634183,0.9939568186459425,1.0,0.06696721073132718
